Job Title,Salary Estimate,Job Function,Job Description,Company Name,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,age,python_yn,R_yn,spark,aws,excel,company_txt,job_state
Applied Data Scientist,₹841K - ₹992K (Glassdoor Est.),Data Scientist,"Gurgaon

Most companies try to meet expectations, dunnhumby exists to defy them. Using big data, deep expertise and AI-driven platforms to decode the 21st century human experience – then redefine it in meaningful and surprising ways that put customers first. Across digital, mobile and retail. For brands like Tesco, Coca-Cola, Procter & Gamble and PepsiCo.

We’re looking for an Applied Data Scientist who expects more from their career. It’s a chance to apply your expertise to distil complex problems into compelling insights using the best of machine learning and human creativity to deliver effective and impactful solutions for clients. Joining our advanced data science team, you’ll investigate, develop, implement and deploy a range of complex applications and components while working alongside super-smart colleagues challenging and rewriting the rules, not just following them.

What we expect from you

3 to 5 years of experience required
Degree in Statistics, Maths, Physics, Economics or similar field
Programming skills (Python and SQL are a must have)
Analytical Techniques and Technology
Experience with and passion for connecting your work directly to the customer experience, making a real and tangible impact.
Logical thinking and problem solving
Strong communication skills
Statistical Modelling and experience of applying data science into client problems.

What you can expect from us

We won’t just meet your expectations. We’ll defy them. So you’ll enjoy the comprehensive rewards package you’d expect from a leading technology company. But also, a degree of personal flexibility you might not.

Plus, thoughtful perks, like early finish Friday and your birthday off.

You’ll also benefit from an investment in cutting-edge technology that reflects our global ambition. But with a nimble, small-business feel that gives you the freedom to play, experiment and learn.

And we don’t just talk about diversity and inclusion. We live it every day – with thriving networks including dh Women’s Network, dh Proud, dh Parent’s & Carer’s, dh One and dh Thrive as the living proof. Everyone’s invited.

Our approach to Flexible Working

At dunnhumby, we value and respect difference and are committed to building an inclusive culture by creating an environment where you can balance a successful career with your commitments and interests outside of work.

We believe that you will do your best at work if you have a work / life balance. Some roles lend themselves to flexible options more than others, so if this is important to you please raise this with your recruiter, as we are open to discussing agile working opportunities during the hiring process.

For further information about how we collect and use your personal information please see our Privacy Notice",dunnhumby,4.1,Gurgaon,1001 to 5000 Employees,1989,Company - Private,Consulting,Business Service,$500 million to $1 billion (USD),841,992,916.5,32,1,1,0,0,0,dunnhumby,Gurgaon
Applied Data Scientist,₹841K - ₹992K (Glassdoor Est.),Data Scientist,"Gurgaon

Most companies try to meet expectations, dunnhumby exists to defy them. Using big data, deep expertise and AI-driven platforms to decode the 21st century human experience – then redefine it in meaningful and surprising ways that put customers first. Across digital, mobile and retail. For brands like Tesco, Coca-Cola, Procter & Gamble and PepsiCo.

We’re looking for an Applied Data Scientist who expects more from their career. It’s a chance to apply your expertise to distil complex problems into compelling insights using the best of machine learning and human creativity to deliver effective and impactful solutions for clients. Joining our advanced data science team, you’ll investigate, develop, implement and deploy a range of complex applications and components while working alongside super-smart colleagues challenging and rewriting the rules, not just following them.

What we expect from you

3 to 5 years of experience required
Degree in Statistics, Maths, Physics, Economics or similar field
Programming skills (Python and SQL are a must have)
Analytical Techniques and Technology
Experience with and passion for connecting your work directly to the customer experience, making a real and tangible impact.
Logical thinking and problem solving
Strong communication skills
Statistical Modelling and experience of applying data science into client problems.

What you can expect from us

We won’t just meet your expectations. We’ll defy them. So you’ll enjoy the comprehensive rewards package you’d expect from a leading technology company. But also, a degree of personal flexibility you might not.

Plus, thoughtful perks, like early finish Friday and your birthday off.

You’ll also benefit from an investment in cutting-edge technology that reflects our global ambition. But with a nimble, small-business feel that gives you the freedom to play, experiment and learn.

And we don’t just talk about diversity and inclusion. We live it every day – with thriving networks including dh Women’s Network, dh Proud, dh Parent’s & Carer’s, dh One and dh Thrive as the living proof. Everyone’s invited.

Our approach to Flexible Working

At dunnhumby, we value and respect difference and are committed to building an inclusive culture by creating an environment where you can balance a successful career with your commitments and interests outside of work.

We believe that you will do your best at work if you have a work / life balance. Some roles lend themselves to flexible options more than others, so if this is important to you please raise this with your recruiter, as we are open to discussing agile working opportunities during the hiring process.

For further information about how we collect and use your personal information please see our Privacy Notice",dunnhumby,4.1,Gurgaon,1001 to 5000 Employees,1989,Company - Private,Consulting,Business Service,$500 million to $1 billion (USD),841,992,916.5,32,1,1,0,0,0,dunnhumby,Gurgaon
Data Engineer,₹398K - ₹768K (Glassdoor Est.),Data Engineer,"JOB LOCATION
Hyderabad (SAL) IN
JOB POSTING TITLE
Data Engineer
THE CHALLENGE
Data Analyst for BI COE will be responsible for building Business Intelligence data models, exploratory data analysis, perform importing, cleansing, transforming, validating data with the purpose of understanding or making conclusions or derive trends and patterns from the data . They will propose the design, and develop visualizations and dashboards using Tableau, Power BI, Oracle BI technologies appropriate to the business need.",GE Appliances,4,Hyderābād,10000+ Employees,2016,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$5 to $10 billion (USD),398,768,583,5,0,0,0,0,0,GE Appliances,Hyderābād
Data Scientist,₹540K - ₹844K (Glassdoor Est.),Data Scientist,"Experience: Up to 3 years
Location: Chennai / Hyderabad / Bangalore / Cochin
Notice: Immediate (Preferred) - 30 Days
Roles and Responsibilities:
Identify valuable data sources and automate the collection processes
Undertake pre-processing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Combine models through ensemble modeling",Aspire Systems,4,Chennai,1001 to 5000 Employees,1996,Company - Private,IT Service,Information Technology,$100 to $500 million (USD),540,844,692,25,0,0,0,0,0,Aspire Systems,Chennai
Data & Applied Scientist 2,₹320K - ₹384K (Glassdoor Est.),Data Scientist,"The Microsoft Turing team is an innovative research and engineering team working on state-of-the-art deep learning models to power end user experiences across the company. Applied scientists and software engineers in the Turing team work together to push the boundaries of large-scale deep learning models on Turing’s world class distributed training infrastructure.

The team works on projects across the entire deep learning life-cycle. This includes deep learning models for language representation, language generation, image representations, and reinforcement learning which are then leveraged for down stream tasks for Bing, Office, Xbox, and more. Our Turing NLG (natural language generation) model is17 billion parametersand powers many generative models within Microsoft. The Turing ULR (universal language representation) model is currently the top model on theXTREME leaderboard. Additionally, we work on large-scale distributed training, improving training performance, and run-time optimized inference allowing us to utilize the power of large models in production scenarios with tight latency constraints. The scenarios our models power reach hundreds of millions of users every month and span across natural language processing, computer vision, video processing, reinforcement learning, and recommendation systems.",Microsoft,4.4,Bangalore,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),320,384,352,46,0,0,0,0,0,Microsoft,Bangalore
Data Scientist,₹400K - ₹950K (Glassdoor Est.),Data Scientist,"Company Overview

Frontdoor is a company that’s obsessed with taking the hassle out of owning a home. With services powered by people and enabled by technology, it is the parent company of four home service plan brands (American Home Shield, HSA, Landmark and OneGuard) and an expanding portfolio of home services. Frontdoor serves more than two million customers across the U.S. through a network of 16,000 pre-qualified contractor firms that employ over 45,000 technicians. The company’s customizable home service plans help customers protect and maintain their homes from costly and unplanned breakdowns of essential home systems and appliances. With more than 45 years of experience, the company responds to over four million service requests annually (or one request every eight seconds). For more details, visit frontdoorhome.com.

Required Technical Skills

4+ years of industry experience analyzing data and developing supervised and unsupervised models; including variable selection, feature engineering, model generation, model diagnostics, interpretability, and deployment.

4+ years of experience writing complex SQL queries and working with large datasets in cloud/Hadoop-based environments. Experience writing Hive and Spark jobs.

3+ years of experience with data visualization tools (D3 Js, R Shiny, Looker, Tableau, or similar); able to determine the appropriate visualization for a variety of data types and create compelling stories with data.

4+ years of experience deploying Machine Learning algorithms in a production environment.

2+ years of experience developing Deep Learning based solutions for the production environment.

Experience working with cloud software services and an understanding of design for scalability, performance and reliability.

Experience with distributed systems (Docker, Kubernetes, Kafka, or Spark)

Experience collaborating with engineers to deliver models integrated into live services.

Experience in Reinforcement Machine Learning is a plus.

Key Responsibilities

Manage data science projects through all phases, including data quality, data modeling, algorithm/feature development, statistical analysis, and data visualization.

Partner with stakeholders across the global organization and own multiple roadmap workstreams to enable us to use advanced ML and DL techniques to solve complex business problems.

Ideate problem statements with the team to put the best solution statements forward to our stakeholders.

Build complex predictive models using ML and DL techniques with production quality code and jointly own complex data science workflows with the Data Engineering team.

Mentor and grow junior members of the team in building the best of the class solutions on their roadmap items.

Scan the Data Science landscape for recent developments and opportunities to integrate new methodologies into the existing project portfolio.

Research best practices, conducting experiments, and working with industry leaders.

Desired Education

Master’s/ PhD degree (computer science, applied mathematics, applied statistics, data science, or similar).

Frontdoor is a company that’s obsessed with taking the hassle out of owning a home. With services powered by people and enabled by technology, it is the parent company of four home service plan brands: American Home Shield, HSA, Landmark and OneGuard, as well as AHS Proconnect , an on-demand membership service for home repairs and maintenance, and Streem, a technology company that enables businesses to serve customers through an enhanced augmented reality, computer vision and machine learning platform. Frontdoor serves more than two million customers across the U.S. through a network of more than 16,000 pre-qualified contractor firms that employ over 45,000 technicians. The company’s customizable home service plans help customers protect and maintain their homes from costly and unexpected breakdowns of essential home systems and appliances. With nearly 50 years of experience, the company responds to over four million service requests annually (or one request every eight seconds).For more details, visit frontdoorhome.com.

Engineering

ID: R0015251",Frontdoor,2.9,Pune,1001 to 5000 Employees,2018,Company - Private,Security Service,Business Service,Unknown / Non-Applicable,400,950,675,3,0,1,1,0,0,Frontdoor,Pune
Data Engineer,₹500K - ₹866K (Glassdoor Est.),Data Engineer,"Job Title : Data Engineer

Work form home
Experience : 3-7 years
skills :
Advanced SQL working knowledge and experience working with a variety of relational databases, SQL query authoring
AWS Cloud data pipeline experience is must. Data pipelines and data centric applications using distributed storage platforms like S3 and distributed processing platforms like Spark, Airflow, Kafka",Ciel,4.2,Panchkula,51 to 200 Employees,-1,Company - Private,Wholesale,Business Service,Unknown / Non-Applicable,500,866,683,-1,0,0,1,1,0,Ciel,Panchkula
Data Scientist,₹576K - ₹683K (Glassdoor Est.),Data Scientist,"Software Engineer - Artificial Intelligence & Machine Learning
Job Profile
Does working with data on a day to day basis excite you? Do you always look for solving business problems using data as your primary source of truth? Are you interested in enabling your consumers to forecast and predict what actions to undertake based on data? If this is what excites you, then you’ll love working in our intelligent automation team.
Schneider Digital is leading the digital transformation of Schneider Electric by building highly available, massive scalable digital platform for the enterprise.
We are looking for a passionate ML /AI engineer with proven ability to drive business results leveraging AI, Machine Learning and Deep Learning techniques. You will have the opportunity to work with a wide range of stakeholders and functional teams to help them discover insights hidden in data sets and enable stakeholders to improve business. AI ethics, fairness and secure development practices are also our focus areas.
.

.",Schneider Electric,4.2,Bangalore,10000+ Employees,1836,Company - Public,Energy,"Oil, Gas, Energy & Utility",$10+ billion (USD),576,683,629.5,185,0,0,0,0,0,Schneider Electric,Bangalore
Machine Learning,₹204K - ₹565K (Glassdoor Est.),Data Scientist,"Role: Data Scientist – ML
Location: Gurgaon / Bengaluru
About the Role: As a part of the Global Data Science team, this person will be responsible for carrying out analytical initiatives.
About the team: The data sciences team is the PayU intelligence team who will be primarily responsible for modelling complex problems, discovering insights, and identifying opportunities through the use of statistical, algorithmic, mining, and visualization techniques.
Excited yet? Continue reading to find out more about the role:
What you’ll be doing:",PayU,3.6,Bangalore,1001 to 5000 Employees,-1,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,204,565,384.5,-1,0,0,0,0,0,PayU,Bangalore
"Sr Software Engineer (Architect), Backend - Core Data Platform",₹200K - 200 (Glassdoor Est.),Software Engineer,"About the Role

Data Platform engineering at Uber is looking for a strong Technical Lead (Level 5a Engineer) who has built high quality platforms and services that can operate at scale. 5a Engineer at Uber exhibits following qualities:

Demonstrate tech expertise › Demonstrate technical skills to go very deep or broad in solving classes of problems or creating broadly leverageable solutions.
Execute large scale projects › Define, plan and execute complex and impactful projects. You communicate the vision to peers and stakeholders.
Collaborate across teams › Domain resource to engineers outside your team and help them leverage the right solutions. Facilitate technical discussions and drive to a consensus.",Uber,4.3,Bangalore,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),200,200,200,12,0,0,0,0,0,Uber,Bangalore
Data Engineer,₹846K - ₹943K (Glassdoor Est.),Data Engineer,"Job Description
Here at LogMeIn, we offer a broad portfolio of SaaS products that unlock the potential of the modern remote, in-office and hybrid workforces. We help people do their best work – whenever, wherever and, however. With millions of users across the globe, our portfolio includes some of the most recognized and popular software products in the world today, (Inc. GoToMeeting, GoToWebinar, LastPass, Rescue, etc.).
Currently, we are expanding the scope and scale of our global Data team. To support this growth, we’re searching for a Senior Big Data Engineer ( mid le el enio ) to join our team.
In this Bangalore, India-based role you will focus on primary objectives. One of those primary objectives will be to help build and deliver high-quality data products for our global operations and finance teams. The other primary objective will be to help maintain, support and improve those high-quality data products.",LogMeIn,3.7,Bangalore,1001 to 5000 Employees,2003,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),846,943,894.5,18,0,1,0,0,0,LogMeIn,Bangalore
Data Engineer,₹478K - ₹730K (Glassdoor Est.),Data Engineer,"The Opportunity
This role provides an opportunity to be a part of the Data Engineering team at Near. You will get an exposure to work on a huge scale of data, cutting-edge tech stack, and leverage your skills and toolset to help us build a high-value and scalable product. You will be responsible for developing techniques to enhance data, You will need to collaborate with Data Scientists, SW Engineers, and UI Engineers and work as a part of a high-performance team and solve problems.
You will be part of one of the fastest growing Enterprise SaaS companies – a great opportunity for people who can work independently and are self-driven.
Tasks include",Near,4.5,Bangalore,51 to 200 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,478,730,604,9,0,0,0,0,0,Near,Bangalore
Data Engineer,₹508K - ₹676K (Glassdoor Est.),Data Engineer,"Oracle IT are actively working to hire a Data Engineer to support the push to be fully data-driven. Working in an Engineering function, the successful candidate will be part of an established Data & Observability Platform product team delivery solutions that:

Increase the availability, reliability and compliance of delivered IT services, against SLO & policy targets, through comprehensive management, diagnostic and analytics services

Simplify and enrich the value and use of data through common ingestion, exchange, retention, assurance, search and visualisation capabilities.

Reduce operational toil and continuously growing end-user satisfaction with OIT delivered services through end-to-end data science, analytics and automation/ML driven responses.

The successful candidate will participate in building global scale data ingestion, analytics and prediction frameworks using Oracle Cloud Infrastructure (OCI) for Oracle IT and its customers. You will build flexible and scalable solutions for sourcing and ingesting Petabytes worth of structured and non-structured data. You will participate in the design, build and maintenance of data lakes, data warehouses - organize data into subject areas, understand data consumption and data visualization components using core Oracle technologies. You will work closely with business teams to develop platforms that will drive the next generation of data science and predictive insights/intelligence. Data Modelling and supporting the Data Governance process will be required.

Applicants should have strong analytical skills and the ability to combine data from different sources and familiarity with several programming languages and knowledge of the requirements of machine learning methods/models. The successful candidate should be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.


Prepare data for prescriptive and predictive modelling

Integrate and productionalise analyst and data science models as needed

Drive the data model for our analytics needs, ensuring that data is standardized, accessible and documented in conjunction with other data professionals.

Design and develop high-performing, scalable, and fault tolerant data pipelines

Manage individual projects priorities, deadlines and deliverables within your technical expertise

Build algorithms and prototypes

Combine raw information from different sources

Explore ways to enhance data quality and reliability

Identify opportunities for data acquisition and further optimization.

Develop analytical tools and programs

Collaborate with data scientists and architects on simultaneous projects

Evaluate business needs and objectives

Interpret trends and patterns


Have a B.E./B.Tech. in Computer Science, Engineering, Information Systems or equivalent experience

Self-starter with 5+ years of experience as a Data Engineer dealing with large complex data scenarios, Data Lakes, real time streaming.

5+ years of data modeling and SQL skills

3+ years of working in Cloud technologies.

3+ years of supporting Data Governance activities.

Great numerical and analytical skills

Experience with Python/R, Java and Flink

Experience with ETL and similar technologies.

Experience of Oracle OCI technologies or similar.

Experience of PII requirements, (GDPR etc)

Experience with Elastic Search technologies.

Experience with both compiled and scripting programming languages

Experience working with RDBMS like Oracle, MySQL, etc.

Experience of Data Warehouses

Excellent communication (verbal and written) and interpersonal skills and an ability to effectively communicate with both business and technical teams

Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will take an active role in the definition and evolution of standard practices and procedures. You will be responsible for defining and developing software for tasks associated with the developing, designing and debugging of software applications or operating systems.

Work is non-routine and very complex, involving the application of advanced technical/business skills in area of specialization. Leading contributor individually and as a team member, providing direction and mentoring to others. BS or MS degree or equivalent experience relevant to functional area. 7 years of software engineering or related experience.
Innovation starts with inclusion at Oracle. We are committed to creating a workplace where all kinds of people can be themselves and do their best work. It’s when everyone’s voice is heard and valued, that we are inspired to go beyond what’s been done before. That’s why we need people with diverse backgrounds, beliefs, and abilities to help us create the future, and are proud to be an affirmative-action equal opportunity employer.

Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans status, age, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law.",Oracle,3.7,Hyderābād,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),508,676,592,44,1,1,0,0,1,Oracle,Hyderābād
Data Scientist,₹400K - ₹788K (Glassdoor Est.),Data Scientist,"About Us:
KeepTruckin is on a mission to modernize the trucking industry. With the leading fleet management platform, we are bringing trucks online and fundamentally changing the way freight is moved on our roads.
At KeepTruckin, we're motivated by the opportunity to impact and improve every facet of a trillion-dollar industry that touches everyone's lives. KeepTruckin is proud to be a Forbes Cloud 100 company and was recognized by Glassdoor as a ""Best Place to Work"" in 2019. We are looking for people from all backgrounds who want to make an impact on the millions of drivers who keep our world moving.
About the job:",KeepTruckin,3.7,Bangalore,501 to 1000 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),400,788,594,8,0,0,0,0,0,KeepTruckin,Bangalore
Data Scientist,₹450K - ₹900K (Glassdoor Est.),Data Scientist,"Job Title: Data Scientist
Experience required: 3-4 years

Job Summary:
We are looking for a passionate Data Scientist to turn data into meaningful information that can help our clients make data informed decisions
Typical responsibilities include end to end execution of advanced data science projects primarily involving applying data mining techniques, doing statistical analysis, and building high quality prediction systems. You’ll have access to large B2B and B2C data sets on a robust analytic platform. Customer and account data is enriched with demographics and firmographics, transactional purchase history, Web behavior and cross-channel marketing campaign history. Tools and analytic environment include SAS, Tableau, R/Python and well-managed MPP RDBMS, Hadoop & Hive.
Loyalytics is a startup and our work environment is very conducive to trying and testing out a variety of new things. A high degree of passion, commitment to our customers’ priorities and willingness to learn new things on the go are some of the qualities that will help individuals succeed at Loyalytics.",loyalytics consulting,4.1,Bangalore,1 to 50 Employees,2015,Company - Private,IT Service,Information Technology,Unknown / Non-Applicable,450,900,675,6,1,0,0,0,0,loyalytics consulting,Bangalore
Data Engineer II - AdTech,₹217K - ₹771K (Glassdoor Est.),Data Engineer,"About the Role

Uber spends a significant amount on Ad and Marketing efforts which can be optimised significantly to directly impact the bottom line. AdTech platform team builds the software systems that make this happen. Basically, the systems made tell you where to spend in sales and marketing. And the scale is huge - working with datasets that are world population scale (billions of rows). You will be working on data from millions of rides, restaurant partners, driver and delivery partners.
What the Candidate Will Need / Bonus Points

Architecture skills. Knowledge of data structures and an eye for architecture. Can discuss the tradeoff between architectural choices, both on a theoretical level and on an applied level.",Uber,4.3,Bangalore,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),217,771,494,12,0,0,0,0,0,Uber,Bangalore
Data Scientist,₹395K - ₹800K (Glassdoor Est.),Data Scientist,"Data Scientist
At CommBank, we believe when people are free to move, anything is possible. Risk Strategy and Optimisation (RSO) forms part of the Group Risk Management function supporting the Group Chief Risk Officer (GCRO) and Business Unit Chief Risk Officers execute the outcomes of Risk in the most effective way for the organisation.
You’re solutions focused and driven to make a difference for our customers
We are putting customers at the Centre of everything we do
Together we will can deliver innovative product platforms for our customers
Do work that matters
Advertising End Date: 31/05/2021",Commonwealth Bank,4.2,Bangalore,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,395,800,597.5,-1,0,0,0,0,0,Commonwealth Bank,Bangalore
Data Scientist,₹378K - ₹596K (Glassdoor Est.),Data Scientist,"Commvault is a worldwide leader in delivering backup and recovery for the progressive enterprise. Commvault enables you to protect, manage, and use your data, while managing it in a consistent, compliant way. Our automated solutions work on-prem and in the cloud, and work with the digital tools and procedures you’re already using. Keep your data accessible and actionable with a single solution that ensures your data is always available — no matter what.
PRIMARY JOB FUNCTION
Apply your expertise in quantitative analysis to see beyond the numbers and identify actionable insights and opportunities across business functions
Assess market opportunities, analyze current business performance and build statistical models to extrapolate current and historical trends into forward-looking forecasts",Commvault,3.6,Bangalore,1001 to 5000 Employees,1996,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),378,596,487,25,0,0,0,0,0,Commvault,Bangalore
Sr Data Engineer I - AdTech,₹375K - ₹656K (Glassdoor Est.),Data Engineer,"About the Role
Uber spends a significant amount on Ad and Marketing efforts which can be optimised significantly to directly impact the bottom line. AdTech platform team builds the software systems that make this happen. Basically, the systems made tell you where to spend in sales and marketing. And the scale is huge - working with datasets that are world population scale (billions of rows). You will be working on data from millions of rides, restaurant partners, driver and delivery partners.
What You'll Do
Build and work with real-time services along with batch pipelines that track and attribute ad spend to actions that Uber users take (e.g. take rides, eats orders, etc.).",Uber,4.3,Bangalore,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),375,656,515.5,12,0,0,0,0,0,Uber,Bangalore
Data Engineer,₹480K - ₹677K (Glassdoor Est.),Data Engineer,"Job Advert

If you can solve a Rubik’s cube, spent hours playing with Lego or ever built a new world in Minecraft, you could be the type of Data Engineer we need.

Webhelp is recruiting an analytical thinker with that wow factor to join our team to support developing modern data warehouse solutions using Azure Stack, as well as designing information systems and work-flow diagrams.

We need someone driven to find and create innovative big data solutions to drive revenue through a technology enabled strategy. You’ll need to have a passion for technology, mathematics or physics.

What you’ll need



After applying, you will be sent a link to complete a quick online chat. We don’t want you to miss out on the opportunity so please check all of folders for the link after applying.

Job Reference: IN00548",Webhelp,3.2,Gurgaon,10000+ Employees,2000,Company - Private,Staffing & Outsourcing,Business Service,$500 million to $1 billion (USD),480,677,578.5,21,0,0,0,0,0,Webhelp,Gurgaon
Data Scientist,₹378K - ₹596K (Glassdoor Est.),Data Scientist,"Commvault is a worldwide leader in delivering backup and recovery for the progressive enterprise. Commvault enables you to protect, manage, and use your data, while managing it in a consistent, compliant way. Our automated solutions work on-prem and in the cloud, and work with the digital tools and procedures you’re already using. Keep your data accessible and actionable with a single solution that ensures your data is always available — no matter what.
PRIMARY JOB FUNCTION
Apply your expertise in quantitative analysis to see beyond the numbers and identify actionable insights and opportunities across business functions
Assess market opportunities, analyze current business performance and build statistical models to extrapolate current and historical trends into forward-looking forecasts",Commvault,3.6,Bangalore,1001 to 5000 Employees,1996,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),378,596,487,25,0,0,0,0,0,Commvault,Bangalore
Data Scientist,₹800K - 0(Glassdoor Est.),Data Scientist,"Bangalore, Pune, Chennai
Key Responsibilities
Own the student's learning outcomes by providing them with support on the topics covered in the
curriculum.
Involve in the residency class room sessions to facilitate lectures and lab sessions
Be the first point contact for participants for academic queries and manage discussion groups
Monitor participants’ academic performance and make learning interventions in the form of remedial sessions, coaching and mentoring
Coordinate with faculty to create best in class learning material - video, reading material,",Great Learning,4.3,Bangalore,1001 to 5000 Employees,2013,Company - Private,Education Training Service,Education,$10 to $25 million (USD),800,0,400,8,0,0,0,0,0,Great Learning,Bangalore
Data Engineer,₹451K - ₹780K (Glassdoor Est.),Data Engineer,"Founded in 2016 by Mukesh Bansal and Ankit Nagori , Cure.fit is a mobile app that takes a holistic approach towards health and fitness by bringing together all aspects of a healthy lifestyle on a single platform. Cure.fit offers both online and offline experiences across fitness, nutrition and mental well-being through its 4 products, i.e. Cult.fit , Eat.fit , Mind.fit & Care.fit with the aim to make fitness fun and easy

As a Data Engineer you will define, evolve and mature Curefit's existing data platform and processing framework that handles huge volumes of data from our various offerings. You will work alongside a team of engineers, analysts and data scientists, product managers and business teams to identify the needs and contribute towards building the next generation data ecosystem.
We’re Looking For",Cure Fit,4.2,Bangalore,1001 to 5000 Employees,2016,Company - Public,Healthcare Services & Hospital,Healthcare,$100 to $500 million (USD),451,780,615.5,5,0,0,0,0,0,Cure Fit,Bangalore
Data Scientist - Digital Enterprise,₹736K - ₹916K (Glassdoor Est.),Data Scientist,"Area:
Digital Enterprise - Analytics

Job Profile:
Data Scientist

Education Requirement:
B.E./B.Tech (Any specialization - Preference to Computer Science, Mathematics, Statistics)

Experience:
3 to 6 years

Role:",Maruti Suzuki India Ltd,4,Gurgaon,10000+ Employees,-1,Company - Public,Transport Equipment Manufacturing,Manufacturing,$10+ billion (USD),736,916,826,-1,0,0,0,0,0,Maruti Suzuki India Ltd,Gurgaon
Data Engineer,"₹840K - ₹1,006K (Glassdoor Est.)",Data Engineer,"The Cloud Supply Chain & Provisioning Engineering (CSCP-E) group within Azure is an exciting and fast evolving engineering group within Microsoft that powers Microsoft’s Cloud-First mission. Azure is going through hyper growth with an expectation to grow 10x in near future. We are responsible for designing, building and operating Microsoft Azure’s cloud infrastructure.

CSCP-E Cadie is looking for an experienced, self-driven, Software engineer. In this role, you will be building an intelligent data-driven, near real time supply chain data processing platform that provides end to end visibility into Capacity Planning, Supply Chain and infrastructure deployment. You will use latest technologies like ML, Databricks and more to provides insights into potential risks, build frameworks that help in identifying root causes and proactively suggest remediation plan that will help in continuous optimization, cost savings and improve profitability in Azure Capacity management and planning. Our goal is to build an intelligent data & analytics platform that provide the right information to the right decision maker at the right time and enables supply chain ecosystem that delivers the right hardware at right times with lowest cost.",Microsoft,4.4,Hyderābād,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),840,1006,923,46,0,0,0,0,0,Microsoft,Hyderābād
Data Scientist - Pricing and Promotion Analytics,₹633K - ₹733K (Glassdoor Est.),Data Scientist,"We are looking for Data Scientists to help us create innovative machine learning solutions in promotion and pricing analytics. Data Scientist responsibilities include understanding the business problem and experimenting with different modelling architectures to create the best possible setup from model performance as well as computational performance. To do this job successfully, you need exceptional skills in Machine Learning and Programming
This is a highly analytical role that requires to consider data from multiple sources and develop complex pricing models that reflect margins for promotional and seasonal pricing based on competitor, market, and customer data
Please apply only if you have strong hands-on experience (>3years) in solving marketing, pricing or promotion analytics leveraging statistical and advanced machine learning techniques.
Job Description",Thoucentric,4.2,Bangalore,51 to 200 Employees,2015,Company - Private,Consulting,Business Service,Unknown / Non-Applicable,633,733,683,6,0,1,0,0,0,Thoucentric,Bangalore
Data Engineer,₹350K - ₹551K (Glassdoor Est.),Data Engineer,"Your Job
As an Embedded Data Engineer at Indeed, your role is to deliver the information your business partners need to grow the business. You will assist business teams in drawing insights from our data. You are someone who wants to see the impact of their work and make a difference every day. You know what it takes to deliver quality reporting and business intelligence solutions to the organization. You understand the value and benefit of solid data practices and how to translate that into satisfied business partners.
You are someone who is passionate about data-driven approaches. You enjoy exploring large data sets and get excited about learning new technologies and learning in a collaborative environment. You are skilled at eliciting requirements from a wide range of different teams.",Indeed,4.4,Hyderābād,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),350,551,450.5,17,0,0,0,0,0,Indeed,Hyderābād
