Job Title,Salary Estimate,Job Function,Job Description,Company Name,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Engineer,-1,Data Engineer,"Data Engineer, Noida, India
Required Skill Sets
Work with large streams of data with tools like Hadoop Spark Kafka Hive HBase and Impala.
Define migration strategy and design framework loading the data into the Data Lake.
Application design, software development (70%), Will be involved in a hands-on activity for development and troubleshooting/performance tuning, etc.
Supports Offerings development team to build out new capabilities leveraging BDF component/technologies to address business objectives based on local country data asset",Ishir,4.2,Noida,51 to 200 Employees,1999,Company - Private,IT Service,Information Technology,Unknown / Non-Applicable
Data Engineer,₹500K - ₹866K (Glassdoor Est.),Data Engineer,"Job Title : Data Engineer

Work form home
Experience : 3-7 years
skills :
Advanced SQL working knowledge and experience working with a variety of relational databases, SQL query authoring
AWS Cloud data pipeline experience is must. Data pipelines and data centric applications using distributed storage platforms like S3 and distributed processing platforms like Spark, Airflow, Kafka",Ciel,4.2,Panchkula,51 to 200 Employees,-1,Company - Private,Wholesale,Business Service,Unknown / Non-Applicable
Data Scientist (BE/ B-tech 4-6 yrs),-1,Data Scientist,"CommerceIQ is Hiring Data Scientist (3-5 yrs)
At CommerceIQ, we are building the world’s most sophisticated E-commerce Channel Optimization software to help brands leverage Machine Learning, Analytics and Automation to grow their E-commerce business on all channels, globally.
Using CommerceIQ as a single source of truth, customers have driven 40% increase in incremental sales, 20% improvement in profitability and 32% reduction in out of stock rates on Amazon.
What You’ll Be Doing
As a Senior Data Scientist, you will work closely with Engineering/Product/Operations teams to build state-of-the-art ML based solutions for B2B SaaS products. This entails not only leveraging advanced techniques for predictions, time-series forecasting, topic modelling, optimisation but deep understanding of business and product too.",CommerceIQ,3.9,Bangalore,51 to 200 Employees,2012,Company - Private,Internet,Information Technology,$10 to $25 million (USD)
Data Scientist,₹576K - ₹683K (Glassdoor Est.),Data Scientist,"Software Engineer - Artificial Intelligence & Machine Learning
Job Profile
Does working with data on a day to day basis excite you? Do you always look for solving business problems using data as your primary source of truth? Are you interested in enabling your consumers to forecast and predict what actions to undertake based on data? If this is what excites you, then you’ll love working in our intelligent automation team.
Schneider Digital is leading the digital transformation of Schneider Electric by building highly available, massive scalable digital platform for the enterprise.
We are looking for a passionate ML /AI engineer with proven ability to drive business results leveraging AI, Machine Learning and Deep Learning techniques. You will have the opportunity to work with a wide range of stakeholders and functional teams to help them discover insights hidden in data sets and enable stakeholders to improve business. AI ethics, fairness and secure development practices are also our focus areas.
.

.",Schneider Electric,4.2,Bangalore,10000+ Employees,1836,Company - Public,Energy,"Oil, Gas, Energy & Utility",$10+ billion (USD)
Data Scientist – Machine Learning,₹204K - ₹565K (Glassdoor Est.),Data Scientist,"Role: Data Scientist – ML
Location: Gurgaon / Bengaluru
About the Role: As a part of the Global Data Science team, this person will be responsible for carrying out analytical initiatives.
About the team: The data sciences team is the PayU intelligence team who will be primarily responsible for modelling complex problems, discovering insights, and identifying opportunities through the use of statistical, algorithmic, mining, and visualization techniques.
Excited yet? Continue reading to find out more about the role:
What you’ll be doing:",PayU,3.6,Bangalore,1001 to 5000 Employees,-1,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"Overview
Elevate is recruiting a Data Scientist to play an integral role in providing service offerings to our esteemed Fortune 500 existing and prospective customers.
As a Data Scientist, you will model complex datasets, discovering insights and identifying opportunities through the use of statistical, algorithmic, mining and visualization techniques in the legal industry.
Responsibilities & Qualifications
You Might be the Right Person if….
You enjoy working in a fast-paced, entrepreneurial environment.",Elevate Services,3.8,Chandigarh,1001 to 5000 Employees,2011,Company - Private,Legal,Accounting & Legal,$50 to $100 million (USD)
"Sr Software Engineer (Architect), Backend - Core Data Platform",₹200K - 200 (Glassdoor Est.),Software Engineer,"About the Role

Data Platform engineering at Uber is looking for a strong Technical Lead (Level 5a Engineer) who has built high quality platforms and services that can operate at scale. 5a Engineer at Uber exhibits following qualities:

Demonstrate tech expertise › Demonstrate technical skills to go very deep or broad in solving classes of problems or creating broadly leverageable solutions.
Execute large scale projects › Define, plan and execute complex and impactful projects. You communicate the vision to peers and stakeholders.
Collaborate across teams › Domain resource to engineers outside your team and help them leverage the right solutions. Facilitate technical discussions and drive to a consensus.",Uber,4.3,Bangalore,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Engineer,₹846K - ₹943K (Glassdoor Est.),Data Engineer,"Job Description
Here at LogMeIn, we offer a broad portfolio of SaaS products that unlock the potential of the modern remote, in-office and hybrid workforces. We help people do their best work – whenever, wherever and, however. With millions of users across the globe, our portfolio includes some of the most recognized and popular software products in the world today, (Inc. GoToMeeting, GoToWebinar, LastPass, Rescue, etc.).
Currently, we are expanding the scope and scale of our global Data team. To support this growth, we’re searching for a Senior Big Data Engineer ( mid le el enio ) to join our team.
In this Bangalore, India-based role you will focus on primary objectives. One of those primary objectives will be to help build and deliver high-quality data products for our global operations and finance teams. The other primary objective will be to help maintain, support and improve those high-quality data products.",LogMeIn,3.7,Bangalore,1001 to 5000 Employees,2003,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
Data Engineer,₹478K - ₹730K (Glassdoor Est.),Data Engineer,"The Opportunity
This role provides an opportunity to be a part of the Data Engineering team at Near. You will get an exposure to work on a huge scale of data, cutting-edge tech stack, and leverage your skills and toolset to help us build a high-value and scalable product. You will be responsible for developing techniques to enhance data, You will need to collaborate with Data Scientists, SW Engineers, and UI Engineers and work as a part of a high-performance team and solve problems.
You will be part of one of the fastest growing Enterprise SaaS companies – a great opportunity for people who can work independently and are self-driven.
Tasks include",Near,4.5,Bangalore,51 to 200 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Engineer,₹508K - ₹676K (Glassdoor Est.),Data Engineer,"Oracle IT are actively working to hire a Data Engineer to support the push to be fully data-driven. Working in an Engineering function, the successful candidate will be part of an established Data & Observability Platform product team delivery solutions that:

Increase the availability, reliability and compliance of delivered IT services, against SLO & policy targets, through comprehensive management, diagnostic and analytics services

Simplify and enrich the value and use of data through common ingestion, exchange, retention, assurance, search and visualisation capabilities.

Reduce operational toil and continuously growing end-user satisfaction with OIT delivered services through end-to-end data science, analytics and automation/ML driven responses.

The successful candidate will participate in building global scale data ingestion, analytics and prediction frameworks using Oracle Cloud Infrastructure (OCI) for Oracle IT and its customers. You will build flexible and scalable solutions for sourcing and ingesting Petabytes worth of structured and non-structured data. You will participate in the design, build and maintenance of data lakes, data warehouses - organize data into subject areas, understand data consumption and data visualization components using core Oracle technologies. You will work closely with business teams to develop platforms that will drive the next generation of data science and predictive insights/intelligence. Data Modelling and supporting the Data Governance process will be required.

Applicants should have strong analytical skills and the ability to combine data from different sources and familiarity with several programming languages and knowledge of the requirements of machine learning methods/models. The successful candidate should be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.


Prepare data for prescriptive and predictive modelling

Integrate and productionalise analyst and data science models as needed

Drive the data model for our analytics needs, ensuring that data is standardized, accessible and documented in conjunction with other data professionals.

Design and develop high-performing, scalable, and fault tolerant data pipelines

Manage individual projects priorities, deadlines and deliverables within your technical expertise

Build algorithms and prototypes

Combine raw information from different sources

Explore ways to enhance data quality and reliability

Identify opportunities for data acquisition and further optimization.

Develop analytical tools and programs

Collaborate with data scientists and architects on simultaneous projects

Evaluate business needs and objectives

Interpret trends and patterns


Have a B.E./B.Tech. in Computer Science, Engineering, Information Systems or equivalent experience

Self-starter with 5+ years of experience as a Data Engineer dealing with large complex data scenarios, Data Lakes, real time streaming.

5+ years of data modeling and SQL skills

3+ years of working in Cloud technologies.

3+ years of supporting Data Governance activities.

Great numerical and analytical skills

Experience with Python/R, Java and Flink

Experience with ETL and similar technologies.

Experience of Oracle OCI technologies or similar.

Experience of PII requirements, (GDPR etc)

Experience with Elastic Search technologies.

Experience with both compiled and scripting programming languages

Experience working with RDBMS like Oracle, MySQL, etc.

Experience of Data Warehouses

Excellent communication (verbal and written) and interpersonal skills and an ability to effectively communicate with both business and technical teams

Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will take an active role in the definition and evolution of standard practices and procedures. You will be responsible for defining and developing software for tasks associated with the developing, designing and debugging of software applications or operating systems.

Work is non-routine and very complex, involving the application of advanced technical/business skills in area of specialization. Leading contributor individually and as a team member, providing direction and mentoring to others. BS or MS degree or equivalent experience relevant to functional area. 7 years of software engineering or related experience.
Innovation starts with inclusion at Oracle. We are committed to creating a workplace where all kinds of people can be themselves and do their best work. It’s when everyone’s voice is heard and valued, that we are inspired to go beyond what’s been done before. That’s why we need people with diverse backgrounds, beliefs, and abilities to help us create the future, and are proud to be an affirmative-action equal opportunity employer.

Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans status, age, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law.",Oracle,3.7,Hyderābād,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Data Scientist,₹400K - ₹788K (Glassdoor Est.),Data Scientist,"About Us:
KeepTruckin is on a mission to modernize the trucking industry. With the leading fleet management platform, we are bringing trucks online and fundamentally changing the way freight is moved on our roads.
At KeepTruckin, we're motivated by the opportunity to impact and improve every facet of a trillion-dollar industry that touches everyone's lives. KeepTruckin is proud to be a Forbes Cloud 100 company and was recognized by Glassdoor as a ""Best Place to Work"" in 2019. We are looking for people from all backgrounds who want to make an impact on the millions of drivers who keep our world moving.
About the job:",KeepTruckin,3.7,Bangalore,501 to 1000 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD)
Data Scientist,₹450K - ₹900K (Glassdoor Est.),Data Scientist,"Job Title: Data Scientist
Experience required: 3-4 years

Job Summary:
We are looking for a passionate Data Scientist to turn data into meaningful information that can help our clients make data informed decisions
Typical responsibilities include end to end execution of advanced data science projects primarily involving applying data mining techniques, doing statistical analysis, and building high quality prediction systems. You’ll have access to large B2B and B2C data sets on a robust analytic platform. Customer and account data is enriched with demographics and firmographics, transactional purchase history, Web behavior and cross-channel marketing campaign history. Tools and analytic environment include SAS, Tableau, R/Python and well-managed MPP RDBMS, Hadoop & Hive.
Loyalytics is a startup and our work environment is very conducive to trying and testing out a variety of new things. A high degree of passion, commitment to our customers’ priorities and willingness to learn new things on the go are some of the qualities that will help individuals succeed at Loyalytics.",loyalytics consulting,4.1,Bangalore,1 to 50 Employees,2015,Company - Private,IT Service,Information Technology,Unknown / Non-Applicable
Data Engineer II - AdTech,₹217K - ₹771K (Glassdoor Est.),Data Engineer,"About the Role

Uber spends a significant amount on Ad and Marketing efforts which can be optimised significantly to directly impact the bottom line. AdTech platform team builds the software systems that make this happen. Basically, the systems made tell you where to spend in sales and marketing. And the scale is huge - working with datasets that are world population scale (billions of rows). You will be working on data from millions of rides, restaurant partners, driver and delivery partners.
What the Candidate Will Need / Bonus Points

Architecture skills. Knowledge of data structures and an eye for architecture. Can discuss the tradeoff between architectural choices, both on a theoretical level and on an applied level.",Uber,4.3,Bangalore,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,-1,Data Scientist,"Zauba Technologies is a startup based in Bangalore. Zauba's services are used by leading companies in India. Zauba is powered by a young and passionate team. We are looking for individuals who would like to be a part of our founding team.
As a Data Scientist and as a part of founding team, you will be expected to design and develop applications related to information retrieval, artificial intelligence, natural language processing and predictive modelling. Your rewards will be directly proportional to the value you generate.
Design and development of robust, scalable and highly efficient data engineering solutions for structured and unstructured data
Design and develop out-of-the-box solutions to solve complex data problems
Develop statistical models for various use cases",Zauba Corp,3.9,Bangalore,1 to 50 Employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD)
Data Scientist,-1,Data Scientist,"Industry
Research & Development
Work Experience
4-5 years
City
Mohali
State/Province
Punjab",eNest Technologies Pvt Ltd,4.3,SAS Nagar,201 to 500 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,₹395K - ₹800K (Glassdoor Est.),Data Scientist,"Data Scientist
At CommBank, we believe when people are free to move, anything is possible. Risk Strategy and Optimisation (RSO) forms part of the Group Risk Management function supporting the Group Chief Risk Officer (GCRO) and Business Unit Chief Risk Officers execute the outcomes of Risk in the most effective way for the organisation.
You’re solutions focused and driven to make a difference for our customers
We are putting customers at the Centre of everything we do
Together we will can deliver innovative product platforms for our customers
Do work that matters
Advertising End Date: 31/05/2021",Commonwealth Bank,4.2,Bangalore,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Scientist,₹378K - ₹596K (Glassdoor Est.),Data Scientist,"Commvault is a worldwide leader in delivering backup and recovery for the progressive enterprise. Commvault enables you to protect, manage, and use your data, while managing it in a consistent, compliant way. Our automated solutions work on-prem and in the cloud, and work with the digital tools and procedures you’re already using. Keep your data accessible and actionable with a single solution that ensures your data is always available — no matter what.
PRIMARY JOB FUNCTION
Apply your expertise in quantitative analysis to see beyond the numbers and identify actionable insights and opportunities across business functions
Assess market opportunities, analyze current business performance and build statistical models to extrapolate current and historical trends into forward-looking forecasts",Commvault,3.6,Bangalore,1001 to 5000 Employees,1996,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD)
Sr Data Engineer I - AdTech,₹375K - ₹656K (Glassdoor Est.),Data Engineer,"About the Role
Uber spends a significant amount on Ad and Marketing efforts which can be optimised significantly to directly impact the bottom line. AdTech platform team builds the software systems that make this happen. Basically, the systems made tell you where to spend in sales and marketing. And the scale is huge - working with datasets that are world population scale (billions of rows). You will be working on data from millions of rides, restaurant partners, driver and delivery partners.
What You'll Do
Build and work with real-time services along with batch pipelines that track and attribute ad spend to actions that Uber users take (e.g. take rides, eats orders, etc.).",Uber,4.3,Bangalore,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Engineer,₹480K - ₹677K (Glassdoor Est.),Data Engineer,"Job Advert

If you can solve a Rubik’s cube, spent hours playing with Lego or ever built a new world in Minecraft, you could be the type of Data Engineer we need.

Webhelp is recruiting an analytical thinker with that wow factor to join our team to support developing modern data warehouse solutions using Azure Stack, as well as designing information systems and work-flow diagrams.

We need someone driven to find and create innovative big data solutions to drive revenue through a technology enabled strategy. You’ll need to have a passion for technology, mathematics or physics.

What you’ll need



After applying, you will be sent a link to complete a quick online chat. We don’t want you to miss out on the opportunity so please check all of folders for the link after applying.

Job Reference: IN00548",Webhelp,3.2,Gurgaon,10000+ Employees,2000,Company - Private,Staffing & Outsourcing,Business Service,$500 million to $1 billion (USD)
Data Scientist,-1,Data Scientist,"Industry
Research & Development
Work Experience
4-5 years
City
Mohali
State/Province
Punjab",eNest Technologies Pvt Ltd,4.3,SAS Nagar,201 to 500 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Machine Learning Engineer (L3),-1,Machine Learning Engineer,"Because you belong at Twilio.
The Who, What, Why and Where
Twilio is growing rapidly and seeking Machine Learning Engineer to be key members of the Account Security Team in Bangalore, India. You will be joining one of the first teams of engineers in our new Bangalore office, with an opportunity to help define our technical and team culture in India. A successful candidate will be a self-starter, embody a growth mindset, collaborate effectively, can mentor junior engineers and operate highly resilient services. The person in this role will be critical in shaping Twilio's data and intelligence strategy to achieve consumer trust by stopping bad actors and bad communications.
Who?",Twilio,4.4,Bangalore,1001 to 5000 Employees,2008,Company - Public,Internet,Information Technology,$1 to $2 billion (USD)
Data Scientist,₹378K - ₹596K (Glassdoor Est.),Data Scientist,"Commvault is a worldwide leader in delivering backup and recovery for the progressive enterprise. Commvault enables you to protect, manage, and use your data, while managing it in a consistent, compliant way. Our automated solutions work on-prem and in the cloud, and work with the digital tools and procedures you’re already using. Keep your data accessible and actionable with a single solution that ensures your data is always available — no matter what.
PRIMARY JOB FUNCTION
Apply your expertise in quantitative analysis to see beyond the numbers and identify actionable insights and opportunities across business functions
Assess market opportunities, analyze current business performance and build statistical models to extrapolate current and historical trends into forward-looking forecasts",Commvault,3.6,Bangalore,1001 to 5000 Employees,1996,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD)
Data Engineer,-1,Data Engineer,"Job: Technology
Primary Location: Asia-India-Chennai
Schedule: Full-time
Employee Status: Permanent
Posting Date: 29/Mar/2021, 11:42:19 PM
Unposting Date: Ongoing
About Standard Chartered
We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.
To us, good performance is about much more than turning a profit. It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good.
We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base.",Standard Chartered,3.9,Chennai,10000+ Employees,1969,Company - Public,Investment Banking & Asset Management,Finance,$10 to $25 million (USD)
Data Scientist,-1,Data Scientist,"Who We Are?
Ranked as one of the fastest growing technology companies on the Deloitte Fast 50 India 2014 survey, at Talentica our vision is to be the # 1 company doing core product development work for start-ups ! So far we’ve built over 130+ innovative products and have worked with some of the hottest start-ups across the globe. We hire technology addicts and encourage them “to create” by understanding the product vision, business context and practical usage.
What we do?
Build products - Be it building a payment gateway from scratch or Setting up world’s # 1 ad Serving platform or Innovating premium video-mailing software for corporates, we transform our customer’s ideas into successful products.",Talentica Software India,4.3,Pune,201 to 500 Employees,2003,Company - Private,IT Service,Information Technology,Unknown / Non-Applicable
Sr Software Engineer - Data Intelligence,-1,Software Engineer,"About the Role

As a Senior Engineer on the Data Intelligence team, you will be dealing with large scale data pipelines and data sets that are critical and foundational for Uber to make decisions for better customer experience. You will be working on a petabyte scale of analytics data from the multiple Uber applications. Help us build the software systems and data models that will enable data scientists to understand our user behavior better and thrive on the data driven mindset at Uber.

About the team

The Data Intelligence Platform team is responsible for the designing core foundational data sets that are critical to understand customers needs and helps business teams take right decisions in solving these critical problems. The team’s mission is to ensure high quality for all the critical data flows for analytics purposes across all verticals in Uber and enable faster implementation of data needs by building standardized tools and framework for accurate analysis. We are currently revamping all critical analytical data flows across domains to build high quality data sets and frameworks that are used across Uber.",Uber,4.3,Bangalore,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,₹800K - 0(Glassdoor Est.),Data Scientist,"Bangalore, Pune, Chennai
Key Responsibilities
Own the student's learning outcomes by providing them with support on the topics covered in the
curriculum.
Involve in the residency class room sessions to facilitate lectures and lab sessions
Be the first point contact for participants for academic queries and manage discussion groups
Monitor participants’ academic performance and make learning interventions in the form of remedial sessions, coaching and mentoring
Coordinate with faculty to create best in class learning material - video, reading material,",Great Learning,4.3,Bangalore,1001 to 5000 Employees,2013,Company - Private,Education Training Service,Education,$10 to $25 million (USD)
Data Engineer,-1,Data Engineer,"Job Title
Data Engineer
Job Description

Data Engineer
Location : Chennai/Bangalore
In this role, you have the opportunity to",Philips,4,Bangalore,10000+ Employees,1891,Company - Public,Healthcare Services & Hospital,Healthcare,$10 to $25 million (USD)
Data Scientist,-1,Data Scientist,"Essential Job Functions
20 percent of time collaborate with internal customers to identify trends and opportunities and develop clear business and measurement objectives.
Create a high-level of business awareness that guides the development of impactful data insights.
Provide and implement actionable insights for service and product solutions that can increase customer utilization, reduce churn, streamline operations, and improve overall field support.
Analyze, automate, and evolve program metrics that feed into key review mechanisms such as MBR’s and QBR’s.",CSG,4.4,Bangalore,1001 to 5000 Employees,1994,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD)
Data Engineer,₹451K - ₹780K (Glassdoor Est.),Data Engineer,"Founded in 2016 by Mukesh Bansal and Ankit Nagori , Cure.fit is a mobile app that takes a holistic approach towards health and fitness by bringing together all aspects of a healthy lifestyle on a single platform. Cure.fit offers both online and offline experiences across fitness, nutrition and mental well-being through its 4 products, i.e. Cult.fit , Eat.fit , Mind.fit & Care.fit with the aim to make fitness fun and easy

As a Data Engineer you will define, evolve and mature Curefit's existing data platform and processing framework that handles huge volumes of data from our various offerings. You will work alongside a team of engineers, analysts and data scientists, product managers and business teams to identify the needs and contribute towards building the next generation data ecosystem.
We’re Looking For",Cure Fit,4.2,Bangalore,1001 to 5000 Employees,2016,Company - Public,Healthcare Services & Hospital,Healthcare,$100 to $500 million (USD)
Data Scientist,-1,Data Scientist,"You will be responsible for leading the vision, design and development of scalable Machine Learning (ML) or Deep Learning solutions for Danaher’s IoT and Analytics (ML) initiatives. You will work with other Data Scientists, Data Engineers, ML engineers, and cloud Engineers and business groups and lead the development of innovative ML models for Danaher’s big data from health sciences, medical diagnostics, industrial and environmental sciences markets. You will use your Agile experience to work collaboratively with Product Managers/Owners in geographically distributed teams.

Responsibilities:
Understand business challenges and propose new modeling and algorithmic solutions that leverages the latest in statistical and machine learning techniques
Study new data sources and find insights/correlation to investigate how data can be used to solve new business challenges. Create prototypes with data sets and provide guidance on leveraging and combining new data sources for new business insights",Danaher Digital,4,Bangalore,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Scientist - Digital Enterprise,₹736K - ₹916K (Glassdoor Est.),Data Scientist,"Area:
Digital Enterprise - Analytics

Job Profile:
Data Scientist

Education Requirement:
B.E./B.Tech (Any specialization - Preference to Computer Science, Mathematics, Statistics)

Experience:
3 to 6 years

Role:",Maruti Suzuki India Ltd,4,Gurgaon,10000+ Employees,-1,Company - Public,Transport Equipment Manufacturing,Manufacturing,$10+ billion (USD)
Data Engineer,"₹840K - ₹1,006K (Glassdoor Est.)",Data Engineer,"The Cloud Supply Chain & Provisioning Engineering (CSCP-E) group within Azure is an exciting and fast evolving engineering group within Microsoft that powers Microsoft’s Cloud-First mission. Azure is going through hyper growth with an expectation to grow 10x in near future. We are responsible for designing, building and operating Microsoft Azure’s cloud infrastructure.

CSCP-E Cadie is looking for an experienced, self-driven, Software engineer. In this role, you will be building an intelligent data-driven, near real time supply chain data processing platform that provides end to end visibility into Capacity Planning, Supply Chain and infrastructure deployment. You will use latest technologies like ML, Databricks and more to provides insights into potential risks, build frameworks that help in identifying root causes and proactively suggest remediation plan that will help in continuous optimization, cost savings and improve profitability in Azure Capacity management and planning. Our goal is to build an intelligent data & analytics platform that provide the right information to the right decision maker at the right time and enables supply chain ecosystem that delivers the right hardware at right times with lowest cost.",Microsoft,4.4,Hyderābād,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist - Pricing and Promotion Analytics,₹633K - ₹733K (Glassdoor Est.),Data Scientist,"We are looking for Data Scientists to help us create innovative machine learning solutions in promotion and pricing analytics. Data Scientist responsibilities include understanding the business problem and experimenting with different modelling architectures to create the best possible setup from model performance as well as computational performance. To do this job successfully, you need exceptional skills in Machine Learning and Programming
This is a highly analytical role that requires to consider data from multiple sources and develop complex pricing models that reflect margins for promotional and seasonal pricing based on competitor, market, and customer data
Please apply only if you have strong hands-on experience (>3years) in solving marketing, pricing or promotion analytics leveraging statistical and advanced machine learning techniques.
Job Description",Thoucentric,4.2,Bangalore,51 to 200 Employees,2015,Company - Private,Consulting,Business Service,Unknown / Non-Applicable
Data Engineer,₹350K - ₹551K (Glassdoor Est.),Data Engineer,"Your Job
As an Embedded Data Engineer at Indeed, your role is to deliver the information your business partners need to grow the business. You will assist business teams in drawing insights from our data. You are someone who wants to see the impact of their work and make a difference every day. You know what it takes to deliver quality reporting and business intelligence solutions to the organization. You understand the value and benefit of solid data practices and how to translate that into satisfied business partners.
You are someone who is passionate about data-driven approaches. You enjoy exploring large data sets and get excited about learning new technologies and learning in a collaborative environment. You are skilled at eliciting requirements from a wide range of different teams.",Indeed,4.4,Hyderābād,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Data Engineer,-1,Data Engineer,"Posted
05-04-2021
Service line
Advisory Segment
Role type
Full-time
Location(s)
Hyderabad - Telangana - India
GENERAL DESCRIPTION

We’re looking for a data engineer to help expand our existing platforms and develop new features and products. Our small, fast-paced teams are responsible for creating innovative software that enhances the experiences of both our internal and external clients. We build apps that enable the application of the tools of modern data science to commercial real estate in order to analyze and forecast market fundamentals across geographies and property types. These forecasts provide insight as clients evaluate the risks and opportunities that market changes may represent for their investment portfolios. At CBRE Digital & Tech, you’ll be able to learn from the most brilliant engineers while tackling tough problems that will drive our technology forward.",CBRE,3.9,Hyderābād,10000+ Employees,1906,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"Position: Data Scientist (Intern)
Status: Open
AGNIK is hiring a Data Science Intern with some background in the following areas and strong motivation. Candidates must have:
1) Familiarity with Machine Learning, Data Mining, Statistics, and Signal Processing
2) Some Experience in Programming in C++/Java/Distributed Programming
3) Pursuing a Degree in Electrical Engineering, Math, Physics, Statistics
Positions do not require US citizenship but the candidates should be authorized to work in the United States. If you are interested, please send resume to jobs@agnik.com with ""Application for Data Science Intern"" in the Subject line.",Agnik,4.8,India,1 to 50 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD)
Data Scientist,₹450K - ₹900K (Glassdoor Est.),Data Scientist,"Overview:
Are you passionate about applying data science and artificial intelligence to solve some of the world’s biggest challenges? So are we! Esri is the world leader in geographic information systems (GIS) and developer of ArcGIS, the leading mapping and analytics software used in 75 percent of Fortune 500 companies. At the Esri R&D Center-New Delhi, we are applying cutting-edge AI and deep learning techniques to revolutionize geospatial analysis and derive insight from imagery and location data.

Our team develops tools, APIs, and AI models for geospatial analysts and data scientists, enabling them to leverage the latest research in spatial data science, AI and geospatial deep learning.

As a data scientist, you will develop deep learning models using libraries such as PyTorch or Tensorflow and create APIs and tools for training and deploying them on satellite imagery. If you are passionate about deep learning applied to remote sensing and GIS, developing AI and deep learning models, and love maps or geospatial datasets/imagery, this is the place to be!
Responsibilities:
Requirements:

Recommended Qualifications:
The Company:","ESRI, Inc.",3.9,New Delhi,1001 to 5000 Employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
Data Scientist,₹495K - ₹864K (Glassdoor Est.),Data Scientist,"Job Profile- Data Scientist
Location- Gurgaon (Work from home during pandemic)
Timings- Flexible working hours
Role & Responsibilities-
Ø Knowledge of SQL and collaborate with various functions to help them make data driven decisions.
Ø Work on research for the company as well as contribute to open source, if required.
Ø Work on the recommendation engine with a vision to improve user experience as well as help promote creators effectively.",Galaxy Card,-1,New Delhi,-1,-1,-1,-1,-1,-1
Associate Data Scientist II,₹431K - ₹738K (Glassdoor Est.),Data Scientist,"Job Description :

Role Proficiency:
Independently develop data-driven solutions to difficult business challenges by utilize analytical statistical and programming skills to collect analyze and interpret large data sets under supervision.

Outcomes:
Work with stakeholders throughout the organization to identify opportunities for leveraging data from our customers to make models that can generate business insights
Create new experimental frameworks or build automated tools to collect data
Correlate similar data sets to find actionable results

Measures of Outcomes:

Outputs Expected:
Statistical Techniques:

Machine Learning Techniques:

Creating advanced algorithms:

Data Visualization:

Management and Strategy:

Critical business insights:

Code:

Version Control:

Predictive analytics:

Prescriptive analytics:

Create Reports:

Document:

Manage knowledge:

Status Reporting:

Skill Examples:




Knowledge Examples:
Knowledge Examples

0.00-50.00 Years",UST Global Singapore Pte Limited,4,Thiruvananthapuram,10000+ Employees,1999,Company - Private,IT Service,Information Technology,$5 to $10 billion (USD)
